date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph
2020-02-04,1,-1,0.0,5.1,1,1,72,02:28 PM,04:16 AM,08:28 AM,06:56 PM,-3,-5,0,-5,29,90,78,0.0,1015,1,10,14,23
2020-02-05,1,-3,0.1,6.8,1,1,79,03:16 PM,05:18 AM,08:27 AM,06:57 PM,-6,-7,-2,-7,25,84,73,0.3,1016,1,9,123,20
2020-02-06,6,-5,0.0,10.3,1,1,87,04:12 PM,06:19 AM,08:26 AM,06:58 PM,-8,-4,-1,-4,16,20,58,0.0,1008,6,10,281,11
2020-02-07,8,-2,0.0,10.3,1,1,95,05:17 PM,07:17 AM,08:26 AM,06:59 PM,-4,-0,2,-0,18,33,61,0.0,1011,8,10,333,12
2020-02-08,10,-1,0.0,10.8,1,1,100,06:27 PM,08:09 AM,08:25 AM,07:00 PM,-1,2,4,2,23,12,69,0.0,1020,10,10,158,15
2020-02-09,14,3,0.0,10.0,1,1,100,07:41 PM,08:55 AM,08:24 AM,07:01 PM,4,6,9,6,42,43,73,0.2,1014,14,10,296,28
2020-02-10,8,-1,0.0,8.5,1,1,83,08:54 PM,09:36 AM,08:23 AM,07:03 PM,-4,-1,3,-1,18,59,65,1.1,1022,8,9,27,14
2020-02-11,8,-0,0.3,10.8,1,1,75,10:07 PM,10:12 AM,08:21 AM,07:04 PM,-3,0,3,0,18,42,67,0.8,1025,8,9,49,13
2020-02-12,2,-5,0.5,5.4,1,1,68,11:18 PM,10:46 AM,08:20 AM,07:05 PM,0,-1,1,-1,18,93,89,5.0,1015,2,7,247,13
2020-02-13,0,-7,0.1,10.1,1,1,60,No moonrise,11:19 AM,08:19 AM,07:06 PM,-14,-10,-4,-10,29,27,49,0.0,1029,0,10,20,22
2020-02-14,4,-11,0.0,10.9,1,1,53,12:27 AM,11:53 AM,08:18 AM,07:07 PM,-13,-10,-4,-10,25,18,52,0.0,1031,4,10,162,16
2020-02-15,13,1,0.0,10.9,1,1,45,01:37 AM,12:28 PM,08:17 AM,07:08 PM,2,3,8,3,37,24,78,0.0,1018,13,10,226,22
2020-02-16,13,2,0.0,10.1,1,1,38,02:43 AM,01:08 PM,08:16 AM,07:09 PM,4,4,7,4,20,49,84,0.0,1016,13,10,134,11
2020-02-17,17,8,0.0,10.1,1,1,30,03:49 AM,01:52 PM,08:15 AM,07:10 PM,6,9,11,9,26,47,75,0.3,1010,17,8,124,16
2020-02-18,8,2,0.0,10.1,1,1,22,04:49 AM,02:40 PM,08:14 AM,07:11 PM,-2,1,5,1,30,36,61,0.0,1025,8,10,20,22
2020-02-19,8,-1,0.0,8.6,1,1,15,05:46 AM,03:33 PM,08:12 AM,07:12 PM,-3,-0,3,-0,23,57,63,0.3,1031,8,9,96,16
2020-02-20,3,-4,0.0,10.1,1,1,7,06:35 AM,04:29 PM,08:11 AM,07:13 PM,-5,-6,-0,-6,28,54,71,0.3,1040,3,8,20,22
2020-02-21,7,-5,0.0,11.0,1,1,0,07:18 AM,05:28 PM,08:10 AM,07:14 PM,-9,-3,0,-3,19,1,54,0.0,1037,7,10,199,12
2020-02-22,13,0,0.0,11.1,1,1,0,07:56 AM,06:26 PM,08:09 AM,07:15 PM,-1,2,6,2,35,12,63,0.0,1023,13,10,195,22
2020-02-23,10,8,0.0,5.5,1,1,0,08:29 AM,07:25 PM,08:07 AM,07:16 PM,7,6,9,6,27,91,89,13.8,1013,10,6,151,18
2020-02-24,9,5,0.0,8.6,1,1,0,08:58 AM,08:21 PM,08:06 AM,07:17 PM,7,5,8,5,28,84,90,13.3,1005,9,8,121,20
2020-02-25,6,0,0.0,7.1,1,1,8,09:26 AM,09:18 PM,08:05 AM,07:18 PM,1,-1,3,-1,30,81,87,1.8,1015,6,8,188,22
2020-02-26,4,-2,0.0,11.2,1,1,15,09:52 AM,10:13 PM,08:04 AM,07:19 PM,-6,-6,-0,-6,33,44,67,0.2,1029,4,8,340,25
2020-02-27,11,-2,0.0,7.1,1,1,23,10:17 AM,11:10 PM,08:02 AM,07:20 PM,-4,-1,3,-1,27,48,59,0.0,1024,11,10,247,18
2020-02-28,15,-0,0.0,11.2,1,1,30,10:44 AM,No moonset,08:01 AM,07:21 PM,0,4,6,4,26,3,67,0.0,1024,15,10,289,16
2020-02-29,18,4,0.0,8.6,1,1,38,11:13 AM,12:06 AM,08:00 AM,07:22 PM,2,9,10,9,31,30,55,0.0,1019,18,10,169,19
2020-03-01,20,11,0.0,11.6,1,1,44,11:45 AM,01:04 AM,07:58 AM,07:23 PM,7,13,14,13,35,35,64,0.0,1006,20,10,199,21
2020-03-02,13,5,0.0,11.6,1,1,51,12:21 PM,02:03 AM,07:57 AM,07:24 PM,2,6,9,6,25,26,63,0.0,1010,13,10,32,18
2020-03-03,17,5,0.0,11.6,1,1,58,01:04 PM,03:03 AM,07:56 AM,07:25 PM,1,9,10,9,13,7,55,0.0,1011,17,10,315,8
2020-03-04,16,7,0.0,5.9,1,1,65,01:55 PM,04:03 AM,07:54 AM,07:26 PM,-2,9,11,9,24,65,44,0.0,1017,16,10,37,14
2020-03-05,15,4,0.0,11.6,1,1,73,02:54 PM,05:01 AM,07:53 AM,07:27 PM,-2,7,9,7,28,2,45,0.0,1024,15,10,117,18
2020-03-06,14,2,0.0,11.6,1,1,80,04:01 PM,05:55 AM,07:52 AM,07:28 PM,-3,6,8,6,20,1,46,0.0,1033,14,10,120,11
2020-03-07,17,5,0.0,7.3,1,1,87,05:13 PM,06:43 AM,07:50 AM,07:29 PM,0,7,10,7,41,55,50,0.0,1026,17,10,185,25
2020-03-08,16,8,0.0,8.8,1,1,95,06:26 PM,07:26 AM,07:49 AM,07:30 PM,7,9,12,9,51,43,73,6.9,1018,16,10,188,36
2020-03-09,20,7,0.0,7.3,1,1,100,07:41 PM,08:05 AM,07:47 AM,07:31 PM,11,12,14,12,42,75,81,16.1,1014,20,8,254,30
2020-03-10,15,3,0.0,11.6,1,1,100,08:55 PM,08:40 AM,07:46 AM,07:32 PM,4,7,9,7,19,10,70,0.0,1023,15,10,139,12
2020-03-11,20,11,0.0,10.2,1,1,84,10:08 PM,09:15 AM,07:44 AM,07:33 PM,9,14,15,14,21,46,72,2.8,1014,20,10,57,12
2020-03-12,22,14,0.0,11.6,1,1,76,11:21 PM,09:49 AM,07:43 AM,07:34 PM,10,17,18,17,35,26,67,0.1,1008,22,10,325,23
2020-03-13,9,6,0.0,7.4,1,1,69,No moonrise,10:25 AM,07:41 AM,07:34 PM,-1,4,8,4,36,62,55,0.4,1023,9,8,79,26
2020-03-14,11,5,0.0,6.0,1,1,62,12:31 AM,11:05 AM,07:40 AM,07:35 PM,5,4,7,4,28,100,87,3.0,1024,11,10,59,21
2020-03-15,8,2,0.0,6.0,1,1,55,01:40 AM,11:48 AM,07:39 AM,07:36 PM,2,2,5,2,20,88,79,0.0,1031,8,10,61,16
2020-03-16,14,6,0.0,6.0,1,1,47,02:44 AM,12:36 PM,07:37 AM,07:37 PM,8,8,10,8,17,99,91,1.3,1022,14,8,148,13
